X	Y	Z	Yaw	Pitch	Roll	Thrust	T1	T2	T3	T4	PWM1	PWM2	PWM3	PWM4	Vyaw	Vpitch	Vroll
0,04965512	0,5674348	-0,1480017	-110,6478	-2,358711	30,66231	0,3422222	0	0	0	0	50	50	50	50	42,46666667	-4,853393939	-67,77030303
0,049445	0,5671729	-0,1495502	-109,9488	-2,436175	29,57633	0,3422222	0	0,3422222	1	0,3422222	50	77	130	77	29,56666667	-2,535030303	-72,20424242
0,04882958	0,5670414	-0,1491472	-109,6721	-2,442367	28,27957	0,3422222	0	0,3422222	1	0,3422222	50	77	130	77	9,560606061	-6,871545455	-72,17333333
0,04778722	0,5668253	-0,147689	-109,6333	-2,662936	27,19461	0,3422222	0	0,3422222	1	0,3422222	50	77	130	77	-0,384848485	-10,11109091	-54,39515152
0,04668325	0,5654995	-0,1446899	-109,6848	-2,776033	26,48453	0,3466667	0	0,3466667	1	0,3466667	50	77	130	77	-8,015151515	-4,863848485	-46,89424242
0,04475497	0,5643013	-0,1400666	-109,8978	-2,823443	25,6471	0,3466667	0	0,3466667	1	0,3466667	50	77	130	77	-16,73030303	-3,514515152	-49,81606061
0,0423639	0,563291	-0,1337365	-110,2369	-2,892012	24,8406	0,3511111	0	0,3511111	0,9363251	0,3511111	50	78	124	78	-27,23030303	-1,887090909	-66,30454545
0,03893106	0,5621024	-0,1268768	-110,7964	-2,885717	23,45905	0,3466667	0	0,3466667	0,7091992	0,3466667	50	77	106	77	-34,46666667	-6,948515152	-81,40848485
0,03511534	0,5611988	-0,1183998	-111,3743	-3,121313	22,15412	0,3466667	0,2073566	0,3466667	0,4859767	0,3466667	66	77	88	77	-38,35151515	-19,0470303	-92,22909091
0,03037882	0,5604147	-0,1087417	-112,062	-3,514269	20,41549	0,3466667	0,4320779	0,3466667	0,2612554	0,3466667	84	77	70	77	-46,0969697	-22,08869697	-116,7963636
0,02504914	0,5596485	-0,09832273	-112,8955	-3,85024	18,29984	0,3466667	0,6163951	0,3466667	0,07693821	0,3466667	99	77	56	77	-39,73636364	-15,48318182	-98,77030303
0,02222696	0,5592744	-0,09267552	-113,3733	-4,025214	17,15607	0,3466667	0,7575976	0,3466667	0	0,3466667	110	77	50	77	-33,80606061	-16,21560606	-111,3324242
0,01559943	0,5591468	-0,08074643	-114,0111	-4,385355	14,62587	0,3466667	0,8673562	0,3466667	0	0,3466667	119	77	50	77	-33,26363636	-3,048848485	-159,1990909
0,008117641	0,5589828	-0,06793504	-114,471	-4,125826	11,9025	0,3466667	0,9271803	0,3466667	0	0,3466667	124	77	50	77	-27,8969697	15,28590909	-166,8697273
0,000194115	0,5583873	-0,05491918	-114,9317	-3,88092	9,119169	0,3466667	0,9762964	0,3466667	0	0,3466667	128	77	50	77	-31,97878788	16,61387879	-159,1929394
-0,007910669	0,5581726	-0,04133667	-115,5263	-3,577568	6,649133	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-34,76060606	20,95554545	-130,6522121
-0,01659917	0,5573805	-0,02756307	-116,0788	-3,189387	4,807646	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-42,11818182	20,12412121	-99,01639394
-0,02549853	0,5562963	-0,01398736	-116,9162	-2,913472	3,381592	0,3511111	1	0,3511111	0	0,3511111	130	78	50	78	-66,23636364	17,35793939	-67,50269697
-0,03425822	0,5551304	-0,000529899	-118,2646	-2,616575	2,580057	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-97,55151515	11,21981818	-32,74712121
-0,04262724	0,5537325	0,01246465	-120,1354	-2,543218	2,300937	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-138,7484848	2,575151515	-4,911727273
-0,05123302	0,5515561	0,02529838	-122,8433	-2,531595	2,41797	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-156,4939394	5,661363636	27,95181818
-0,05944843	0,5500441	0,0375772	-125,2997	-2,356393	3,223347	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-150,4333333	15,73284848	62,14057576
-0,0675262	0,5485731	0,04910224	-127,8076	-2,012411	4,468609	0,3511111	1	0,3511111	0	0,3511111	130	78	50	78	-142,1212121	0,992818182	69,409
-0,07531868	0,5468512	0,05883741	-129,9897	-2,32363	5,513844	0,3511111	1	0,3511111	0	0,3511111	130	78	50	78	-114,9757576	-11,65230303	66,50830303
-0,08281044	0,5453761	0,06785195	-131,6018	-2,396937	6,663383	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-88,85454545	-1,738939394	53,61593939
-0,08951433	0,5441413	0,07565706	-132,9219	-2,381015	7,28317	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-66,86666667	2,951030303	26,74872727
-0,09566724	0,543067	0,08210805	-133,8084	-2,299553	7,546091	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-45,54545455	9,833030303	17,07509091
-0,1011688	0,5419289	0,08769722	-134,4249	-2,056525	7,846648	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-18,63939394	0,981393939	9,368878788
-0,1052565	0,5405535	0,09209629	-134,4235	-2,267167	7,855264	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	0,951515152	-12,64045455	3,47669697
-0,1082906	0,5392863	0,09586669	-134,3935	-2,47366	7,961379	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-0,445454545	-10,21375758	19,66712121
-0,1104836	0,5372445	0,09985212	-134,4382	-2,604221	8,504279	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-8,590909091	-15,59484848	31,38936364
-0,111295	0,5356689	0,1023844	-134,677	-2,98829	8,997228	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-21,56060606	-25,22687879	38,99090909
-0,1117482	0,5339428	0,1045957	-135,1497	-3,436708	9,790979	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-36,60909091	-23,66384848	49,63309091
-0,1116956	0,5324945	0,1060276	-135,8851	-3,769197	10,63512	0,3466667	1	0,3466667	0	0,3466667	130	77	50	77	-42,79393939	-12,56215152	53,6939697
-0,1113094	0,5311823	0,1068133	-136,5619	-3,851259	11,56288	0,3466667	0,9418737	0,3466667	0	0,3466667	125	77	50	77	-31,77575758	-0,979727273	54,16575758
-0,1109868	0,5300731	0,1068917	-136,9337	-3,801528	12,42259	0,3466667	0,8280866	0,3466667	0	0,3466667	116	77	50	77	-16,37878788	-0,986757576	41,85757576
-0,1103811	0,5293489	0,1068607	-137,1024	-3,883822	12,94418	0,3466667	0,7419448	0,3466667	0	0,3466667	109	77	50	77	-2,781818182	-6,446606061	12,19848485
-0,1099384	0,5288641	0,1073174	-137,0255	-4,014266	12,82514	0,3466667	0,6587382	0,3466667	0,03459513	0,3466667	102	77	52	77	22,03030303	-9,86869697	-25,11969697
-0,1094944	0,5282735	0,1071054	-136,3754	-4,209489	12,11523	0,3511111	0,585341	0,3511111	0,1168812	0,3511111	96	78	59	78	44,96969697	-13,55572727	-60,15575758
-0,1088785	0,5273838	0,1078712	-135,5415	-4,461605	10,84	0,3466667	0,484435	0,3466667	0,2088984	0,3466667	88	77	66	77	52,34848485	-20,04651515	-81,376
-0,1081093	0,5261236	0,1090785	-134,6479	-4,871024	9,429822	0,3466667	0,3718253	0,3466667	0,321508	0,3466667	79	77	75	77	46,06666667	-28,17830303	-80,02751515
-0,1071251	0,5241843	0,1106972	-134,0213	-5,391489	8,199092	0,3466667	0,2679736	0,3466667	0,4253598	0,3466667	71	77	84	77	25,44545455	-40,33827273	-65,84269697
-0,1061378	0,5216988	0,1128657	-133,8082	-6,202187	7,257013	0,3466667	0,1856861	0,3466667	0,5076472	0,3466667	64	77	90	77	5,354545455	-46,80545455	-56,74706061
-0,1051877	0,5185658	0,1149503	-133,8446	-6,936069	6,326439	0,3466667	0,1018075	0,3466667	0,5915258	0,3466667	58	77	97	77	-13,91818182	-40,23915152	-41,7429697
-0,1043757	0,5150402	0,1174279	-134,2675	-7,530079	5,879495	0,3466667	0,07133517	0,3466667	0,6219982	0,3466667	55	77	99	77	-24,66363636	-39,93072727	-19,50130303
-0,103982	0,5112199	0,1196008	-134,6585	-8,253783	5,682896	0,3466667	0,0736478	0,3466667	0,6196855	0,3466667	55	77	99	77	-14,05757576	-37,57036364	-8,055878788
-0,1035457	0,5076051	0,1202745	-134,7314	-8,769901	5,613651	0,3466667	0,06214511	0,3466667	0,6311882	0,3466667	54	77	100	77	-20,96666667	-25,85118182	-9,511757576
-0,103268	0,5041803	0,1224992	-135,3504	-9,106872	5,369008	0,3466667	0,1456612	0,3466667	0,5476722	0,3466667	61	77	93	77	-17,98181818	-14,40966667	-16,50315152
-0,1030537	0,502903	0,1228392	-135,3248	-9,24542	5,069047	0,3511111	0,2250378	0,3511111	0,4771845	0,3511111	68	78	88	78	4,063636364	-13,03939394	-25,09778788
-0,1029804	0,5004873	0,1238768	-135,2163	-9,537172	4,540781	0,3466667	0,3076341	0,3466667	0,3856992	0,3466667	74	77	80	77	11,6	-10,21269697	-33,27612121
-0,1026494	0,498896	0,1249541	-134,942	-9,582439	3,970935	0,3466667	0,3819547	0,3466667	0,3113787	0,3466667	80	77	74	77	18,88484848	-6,263606061	-40,92075758
-0,1025831	0,4979255	0,1261776	-134,5931	-9,743871	3,190396	0,3466667	0,4152835	0,3466667	0,2780499	0,3466667	83	77	72	77	17,43939394	-0,514909091	-47,05466667
-0,1022949	0,4973611	0,1279733	-134,3665	-9,599431	2,418131	0,3466667	0,4136612	0,3466667	0,2796722	0,3466667	83	77	72	77	10,72424242	4,501909091	-50,76763636
-0,1021622	0,496957	0,1298121	-134,2392	-9,595308	1,515064	0,3466667	0,3940195	0,3466667	0,2993138	0,3466667	81	77	73	77	-0,654545455	4,463939394	-47,98854545
-0,1024796	0,4965777	0,1320125	-134,3881	-9,452121	0,834509	0,3466667	0,3611448	0,3466667	0,3321885	0,3466667	78	77	76	77	-8,972727273	2,004818182	-55,60671212
-0,1021856	0,4963929	0,1339046	-134,5353	-9,529149	-0,3199575	0,3466667	0,3318791	0,3466667	0,3614542	0,3466667	76	77	78	77	-10,82424242	-3,467181818	-52,14039091
-0,1021783	0,4956161	0,1358232	-134,7453	-9,566538	-0,8861239	0,3466667	0,3483348	0,3466667	0,3449986	0,3466667	77	77	77	77	-15,67272727	-4,757636364	-27,15965152
-0,1023617	0,4949297	0,1380166	-135,0525	-9,686151	-1,216226	0,3466667	0,3109081	0,3466667	0,3824252	0,3466667	74	77	80	77	-25,71515152	-0,962424242	-14,96782121
-0,1022284	0,4937264	0,1407178	-135,5939	-9,598298	-1,380062	0,3466667	0,3789518	0,3466667	0,3143816	0,3466667	80	77	75	77	-14,40606061	12,82545455	-10,87684848
-0,1024468	0,4926791	0,1422583	-135,5279	-9,262911	-1,575162	0,3466667	0,3840604	0,3466667	0,3092729	0,3466667	80	77	74	77	5,339393939	24,33448485	-13,4219697
-0,1024892	0,491762	0,143794	-135,4177	-8,79526	-1,822987	0,3511111	0,4081996	0,3511111	0,2940226	0,3511111	82	78	73	78	9,293939394	25,45154545	-10,95712121
-0,1028839	0,4907733	0,1449929	-135,2212	-8,42301	-1,936747	0,3511111	0,4264882	0,3511111	0,2757341	0,3511111	84	78	72	78	12,09393939	29,50648485	-7,382151515
-0,1030565	0,4900085	0,1461756	-135,0186	-7,821546	-2,066598	0,3511111	0,4293702	0,3511111	0,272852	0,3511111	84	78	71	78	12,3	38,40642424	-8,716545455
-0,1028757	0,4895359	0,1472212	-134,8153	-7,155598	-2,224393	0,3511111	0,4202443	0,3511111	0,281978	0,3511111	83	78	72	78	13,26969697	35,44457576	6,647272727
-0,1031562	0,4889695	0,1487696	-134,5807	-6,651875	-1,847238	0,3511111	0,3742172	0,3511111	0,3280051	0,3511111	79	78	76	78	16,2030303	36,34457576	7,844393939
-0,1031341	0,488951	0,1496752	-134,2806	-5,956227	-1,965528	0,3555556	0,3249953	0,3555556	0,3861158	0,3555556	75	78	80	78	12,94545455	45,24921212	3,837181818
-0,1034631	0,4889906	0,1502535	-134,1535	-5,158651	-1,720611	0,3555556	0,2845474	0,3555556	0,4265637	0,3555556	72	78	84	78	10,15151515	45,95766667	15,21660606
-0,103792	0,4892662	0,1509867	-133,9456	-4,439624	-1,46338	0,3555556	0,2227384	0,3555556	0,4883727	0,3555556	67	78	89	78	14,42121212	26,66721212	19,53039394
-0,1039632	0,4897454	0,1515436	-133,6776	-4,278633	-1,076108	0,36	0,1300456	0,36	0,5899544	0,36	60	78	97	78	-10,03636364	4,282363636	21,3675697
-0,1041604	0,4896215	0,153046	-134,2768	-4,298306	-0,7582502	0,36	0,2098758	0,36	0,5101242	0,36	66	78	90	78	-30,28787879	-9,200515152	-2,095
-0,1035534	0,4899692	0,1534787	-134,6771	-4,58225	-1,145243	0,36	0,2711281	0,36	0,4488719	0,36	71	78	85	78	-22,88181818	-20,06990909	-14,79796364
-0,1029103	0,4898327	0,154144	-135,0319	-4,960613	-1,246583	0,3644444	0,3417321	0,3644444	0,3871568	0,3644444	77	79	80	79	-15,15151515	-20,72978788	6,172315152
-0,102482	0,4891239	0,1550793	-135,1771	-5,266333	-0,9415566	0,3644444	0,3834581	0,3644444	0,3454308	0,3644444	80	79	77	79	-0,027272727	-12,47806061	-0,686424242
-0,1017252	0,4886081	0,155215	-135,0328	-5,372389	-1,269235	0,3644444	0,3905388	0,3644444	0,3383501	0,3644444	81	79	77	79	15,63939394	2,246636364	-16,5277697
-0,1011836	0,4882467	0,1555072	-134,661	-5,192194	-1,486973	0,3644444	0,3740813	0,3644444	0,3548076	0,3644444	79	79	78	79	27,11818182	12,0109697	-15,46206061
-0,1004568	0,4878161	0,1554458	-134,1379	-4,976027	-1,779483	0,3644444	0,3473204	0,3644444	0,3815684	0,3644444	77	79	80	79	27,34545455	20,83209091	0,432060606
-0,09948244	0,4879007	0,1550786	-133,7586	-4,504735	-1,472715	0,3644444	0,3170532	0,3644444	0,4118357	0,3644444	75	79	82	79	18,26363636	19,07630303	7,833393939
-0,09891658	0,4880565	0,154783	-133,5352	-4,346509	-1,520981	0,3644444	0,3151965	0,3644444	0,4136924	0,3644444	75	79	83	79	4,578787879	2,372575758	6,139393939
-0,09818297	0,4884871	0,1542557	-133,6075	-4,42644	-1,270115	0,3644444	0,3560417	0,3644444	0,3728471	0,3644444	78	79	79	79	-5,878787879	1,430393939	21,29395455
-0,09704091	0,4889451	0,1535562	-133,7292	-4,299306	-0,8182805	0,3644444	0,2987244	0,3644444	0,4301645	0,3644444	73	79	84	79	-2,981818182	7,849969697	33,67061818
-0,09630349	0,4894361	0,1533611	-133,7059	-4,167391	-0,1589846	0,3644444	0,2478944	0,3644444	0,4809945	0,3644444	69	79	88	79	-3,43030303	8,120393939	41,60364242
-0,09542108	0,489843	0,1530926	-133,8424	-4,031333	0,5546397	0,3644444	0,2216994	0,3644444	0,5071895	0,3644444	67	79	90	79	-8,724242424	-4,382636364	21,47039697
-0,0946701	0,4903086	0,1524188	-133,9938	-4,312018	0,5495385	0,3644444	0,2224446	0,3644444	0,5064443	0,3644444	67	79	90	79	-6,46969697	-12,54033333	1,333209091
-0,09388479	0,4910507	0,1526504	-134,0559	-4,445164	0,5986356	0,3688889	0,2516577	0,3688889	0,4861201	0,3688889	70	79	88	79	-0,73030303	-2,692181818	2,367184848
-0,09363608	0,4915058	0,1528605	-134,0179	-4,40086	0,6276556	0,3688889	0,2917137	0,3688889	0,446064	0,3688889	73	79	85	79	-2,424242424	7,837393939	-1,36719697
-0,09342158	0,491766	0,1530428	-134,1359	-4,18653	0,5535181	0,3688889	0,3686417	0,3688889	0,3691361	0,3688889	79	79	79	79	1,718181818	6,690606061	-9,265781818
-0,09387957	0,4925105	0,153699	-133,9612	-4,18007	0,3218848	0,3688889	0,3931961	0,3688889	0,3445817	0,3688889	81	79	77	79	5,56969697	5,774060606	-1,873121212
-0,09423762	0,4925539	0,1542693	-133,9521	-3,995986	0,4917051	0,3688889	0,4189059	0,3688889	0,3188719	0,3688889	83	79	75	79	6,16969697	3,946212121	-5,857512121
-0,09458863	0,4929556	0,1543143	-133,7576	-4,049845	0,1285869	0,3688889	0,3868954	0,3688889	0,3508823	0,3688889	80	79	78	79	12,96666667	4,577	-9,418469697
-0,09486011	0,4934242	0,154429	-133,5242	-3,844945	0,1808956	0,3688889	0,3442979	0,3688889	0,3934799	0,3688889	77	79	81	79	7,796969697	1,732242424	-0,876095455
-0,09485576	0,494356	0,1540627	-133,5003	-3,992681	0,09967575	0,3688889	0,3442246	0,3688889	0,3935531	0,3688889	77	79	81	79	-4,393939394	-2,281848485	3,981045455
-0,0947441	0,4950503	0,1539017	-133,6692	-3,920246	0,3122701	0,3688889	0,3481101	0,3688889	0,3896677	0,3688889	77	79	81	79	-13,27575758	6,740333333	22,83841364
-0,09467841	0,4954819	0,1542784	-133,9384	-3,77025	0,8533434	0,3688889	0,3622422	0,3688889	0,3755356	0,3688889	78	79	80	79	-16,53030303	5,672848485	31,34293636
-0,09464798	0,4960854	0,1542688	-134,2147	-3,733042	1,346587	0,3688889	0,3879538	0,3688889	0,349824	0,3688889	81	79	77	79	-15,55757576	-6,629636364	25,60713939
-0,09456782	0,4966638	0,1536439	-134,4518	-3,989028	1,698379	0,3688889	0,4209658	0,3688889	0,316812	0,3688889	83	79	75	79	-9,366666667	-13,36739394	16,288
-0,09461495	0,4976611	0,1534532	-134,5238	-4,174166	1,884091	0,3688889	0,4154434	0,3688889	0,3223344	0,3688889	83	79	75	79	-3,196969697	-1,697606061	9,930363636
-0,09468737	0,4981624	0,1532497	-134,5573	-4,045049	2,026081	0,3688889	0,440428	0,3688889	0,2973497	0,3688889	85	79	73	79	-0,351515152	8,501606061	2,22569697
-0,0946025	0,4987408	0,153228	-134,5354	-3,893613	1,957539	0,3688889	0,4388936	0,3688889	0,2988842	0,3688889	85	79	73	79	3,712121212	3,934878788	-2,159121212
-0,09509638	0,499236	0,1531046	-134,4348	-3,915198	1,95483	0,3688889	0,4501509	0,3688889	0,2876268	0,3688889	86	79	73	79	8,221212121	9,474393939	-0,282575758
-0,09498309	0,4993866	0,1533065	-134,2641	-3,580958	1,948214	0,3688889	0,4576747	0,3688889	0,2801031	0,3688889	86	79	72	79	2,403030303	8,812	3,163878788
-0,09486257	0,5002445	0,1524774	-134,3555	-3,624402	2,059238	0,3688889	0,471512	0,3688889	0,2662658	0,3688889	87	79	71	79	-2,293939394	-2,013333333	24,00233333
-0,09476192	0,5008602	0,1521628	-134,3398	-3,647398	2,740291	0,3688889	0,4493544	0,3688889	0,2884234	0,3688889	85	79	73	79	-0,651515152	2,705181818	52,65206061
-0,09360671	0,5016351	0,1511141	-134,377	-3,535131	3,796756	0,3688889	0,4215298	0,3688889	0,316248	0,3688889	83	79	75	79	-4,357575758	4,274878788	81,63218182
-0,09159061	0,5026271	0,1495499	-134,4836	-3,506327	5,434153	0,3688889	0,4011483	0,3688889	0,3366294	0,3688889	82	79	76	79	-10,03939394	0,060818182	116,7701818
-0,08861809	0,50389	0,1475058	-134,7083	-3,533124	7,650172	0,3688889	0,3996652	0,3688889	0,3381126	0,3688889	81	79	77	79	-13,67272727	-3,445393939	153,008697
-0,08467024	0,5054185	0,1447093	-134,9348	-3,620025	10,48344	0,3688889	0,4182082	0,3688889	0,3195695	0,3688889	83	79	75	79	-12,06969697	0,564484848	199,9405455
-0,07963543	0,5069109	0,141252	-135,1066	-3,514496	14,24821	0,3688889	0,4348012	0,3688889	0,3029765	0,3688889	84	79	74	79	-4,766666667	-1,064757576	244,1063636
-0,07412519	0,5088367	0,1367562	-135,0921	-3,655162	18,53895	0,3688889	0,4356856	0,3688889	0,3020921	0,3688889	84	79	74	79	3,639393939	-0,226454545	269,3357576
-0,06767026	0,5108576	0,1308132	-134,9865	-3,521969	23,13629	0,3688889	0,4350887	0,3688889	0,3026891	0,3688889	84	79	74	79	12,3030303	14,12448485	292,8160606
-0,06012949	0,5125686	0,1242436	-134,6861	-3,189054	28,20188	0,3688889	0,4195211	0,3688889	0,3182567	0,3688889	83	79	75	79	24,5030303	15,55039394	316,219697
-0,05259946	0,5136737	0,1169881	-134,1779	-3,008806	33,57154	0,3688889	0	0	0	0	50	50	50	50	31,92121212	12,67357576	313,8390909
-0,04420256	0,5154657	0,1087319	-133,6327	-2,770826	38,55857	0,3688889	0	0	0	0	50	50	50	50	46,99090909	10,22372727	299,0518182
-0,03591624	0,5162873	0,1000527	-132,6272	-2,671423	43,44025	0,3688889	0	0	0	0	50	50	50	50	54,65757576	5,877151515	287,2469697
-0,02725793	0,51736	0,09054798	-131,829	-2,57688	48,03772	0,3688889	0	0	0	0	50	50	50	50	55,85454545	19,22469697	260,1963636
-0,01972755	0,517388	0,08154092	-130,784	-2,037008	52,02673	0,3733333	0	0	0	0	50	50	50	50	47,19090909	22,38384848	215,2054545
-0,01214746	0,5181927	0,0718009	-130,2717	-1,838213	55,1395	0,3733333	0	0	0	0	50	50	50	50	33,77272727	13,46539394	171,0087879
-0,005230759	0,5189047	0,06261708	-129,6695	-1,59265	57,67002	0,3822222	0	0	0	0	50	50	50	50	42,42424242	11,32739394	127,5748485
0,000787643	0,5197499	0,05386127	-128,8717	-1,464409	59,34947	0,3822222	0	0	0	0	50	50	50	50	58,6030303	-4,802424242	91,00242424
0,006725199	0,520142	0,04513546	-127,7356	-1,75113	60,6731	0,3866667	0	0	0	0	50	50	50	50	69,43333333	-23,14257576	54,27363636
0,01202964	0,5210194	0,03586131	-126,5804	-2,228114	61,1405	0,3866667	0	0	0	0	50	50	50	50	68,57272727	-33,46493939	46,90181818
0,01782462	0,5204874	0,02775916	-125,4727	-2,855473	62,22086	0,3866667	0	0	0	0	50	50	50	50	48,70909091	-28,49324242	37,6630303
0,01943229	0,5200171	0,02356572	-124,973	-3,168391	62,38338	0,3866667	0	0	0	0	50	50	50	50	48,4	-20,95893939	14,51393939
0,02460792	0,5191555	0,01546781	-123,8755	-3,547118	62,69982	0,3866667	0	0	0	0	50	50	50	50	59,56969697	-18,92236364	2,814242424
0,0285561	0,5178165	0,007482542	-123,0072	-3,792829	62,47625	0,3866667	0	0	0	0	50	50	50	50	53,62424242	-13,33333333	-22,40363636
0,0322098	0,5165625	-0,00041803	-122,1059	-3,987118	61,9605	0,3911111	0	0	0	0	50	50	50	50	53,35454545	-16,38218182	-18,23060606
0,03566031	0,5148521	-0,007376996	-121,2465	-4,333441	61,87464	0,4	0	0	0	0	50	50	50	50	61,87272727	-22,98072727	-16,78575758
0,03750515	0,5133746	-0,01448854	-120,0641	-4,745482	61,40657	0,3955556	0	0	0	0	50	50	50	50	63,11818182	-18,44457576	-31,58363636
0,03933909	0,5121208	-0,02098027	-119,1636	-4,942112	60,83238	0,4	0	0	0	0	50	50	50	50	45,92727273	-13,08733333	-46,03484848
0,0411042	0,5109694	-0,02682862	-118,5485	-5,177364	59,88742	0,4	0	0	0	0	50	50	50	50	31,64242424	-10,70112121	-68,69151515
0,04153889	0,5104099	-0,03161173	-118,1194	-5,295249	58,56556	0,4	0	0	0	0	50	50	50	50	22,52424242	-6,856060606	-83,57151515
0,04175748	0,5102259	-0,03547945	-117,8052	-5,403614	57,12956	0,4	0	0	0	0	50	50	50	50	19,90606061	0,972030303	-92,38969697
0,04158694	0,5109031	-0,038054	-117,4625	-5,263172	55,5167	0,4	0	0	0	0	50	50	50	50	16,79090909	1,059969697	-99,68666667
0,04040647	0,5115951	-0,03976037	-117,2511	-5,368635	53,8399	0,4	0	0	0	0	50	50	50	50	15,62727273	-1,368484848	-112,6421212
0,0386146	0,5133477	-0,03978425	-116,9468	-5,308332	51,79951	0,4044445	0	0	0	0	50	50	50	50	11,06666667	5,291515152	-138,8878788
0,03659246	0,5154805	-0,03868762	-116,8859	-5,194015	49,2566	0,4088889	0	0	0	0	50	50	50	50	10,94545455	4,797818182	-157,6351515
0,03349354	0,5178531	-0,03620758	-116,5856	-5,150004	46,59755	0,4133333	0	0	0	0	50	50	50	50	12,76666667	14,20257576	-168,8748485
0,02979813	0,5202993	-0,03278323	-116,4646	-4,72533	43,68373	0,4133333	0	0	0	0	50	50	50	50	11,61818182	16,70478788	-181,55
0,02586101	0,5231618	-0,02771803	-116,2022	-4,598746	40,6064	0,4133333	0	0	0	0	50	50	50	50	2,26969697	9,961333333	-187,2712121
0,02151289	0,525472	-0,02213964	-116,3897	-4,396606	37,50378	0,4133333	0	0	0	0	50	50	50	50	-5,790909091	8,30269697	-187,6833333
0,01616234	0,527073	-0,01555762	-116,3933	-4,324757	34,41285	0,4133333	0	0	0	0	50	50	50	50	-8,909090909	18,16806061	-190,27
0,01075787	0,5283996	-0,00830526	-116,6837	-3,79706	31,22487	0,4133333	0	0	0	0	50	50	50	50	-22,94848485	23,24833333	-189,4857576
0,00496466	0,5295017	-0,000585317	-117,1506	-3,557562	28,15982	0,4088889	0,3714603	0,4088889	0,4463174	0,4088889	79	82	85	82	-34,09090909	15,65851515	-180,5560606
-0,000645663	0,529783	0,007592423	-117,8087	-3,280329	25,26652	0,4133333	0,4802564	0,4133333	0,3464102	0,4133333	88	83	77	83	-51,47878788	15,8310303	-185,5063636
-0,006257907	0,5297999	0,01589586	-118,8494	-3,035138	22,03811	0,4133333	0,6416507	0,4133333	0,1850159	0,4133333	101	83	64	83	-59,63030303	21,76424242	-190,8666667
-0,01231004	0,5297284	0,02402266	-119,7765	-2,562109	18,96792	0,4133333	0,7602085	0,4133333	0,06645811	0,4133333	110	83	55	83	-58,72727273	13,77663636	-168,8645455
-0,01788074	0,5289832	0,03242318	-120,7874	-2,580509	16,46558	0,4133333	0,9175526	0,4133333	0	0,4133333	123	83	50	83	-58,91515152	-0,188454545	-142,9881818
-0,02356173	0,5284927	0,04056711	-121,7207	-2,568328	14,24931	0,4133333	1	0,4133333	0	0,4133333	130	83	50	83	-50,0969697	9,044787879	-122,1512121
-0,02936898	0,5274799	0,0487347	-122,4406	-2,282031	12,43459	0,4088889	1	0,4088889	0	0,4088889	130	82	50	82	-57,75757576	10,29839394	-117,0263636
-0,03513665	0,5262448	0,05692373	-123,6267	-2,228481	10,38744	0,4133333	1	0,4133333	0	0,4133333	130	83	50	83	-64,76060606	3,443484848	-120,7013636
-0,04071866	0,5250525	0,0640745	-124,5777	-2,168396	8,451445	0,4088889	1	0,4088889	0	0,4088889	130	82	50	82	-64,66363636	-6,479363636	-111,0511212
-0,04587424	0,5244858	0,07064938	-125,7606	-2,4423	6,722753	0,4177778	1	0,4177778	0	0,4177778	130	83	50	83	-69,02424242	-10,38369697	-81,07727273
-0,05066032	0,5236948	0,07701467	-126,8555	-2,511058	5,775895	0,4222222	1	0,4222222	0	0,4222222	130	83	50	83	-80,07575758	-2,788909091	-41,59875758
-0,05530049	0,5239744	0,08316331	-128,4031	-2,534334	5,349994	0,4222222	1	0,4222222	0	0,4222222	130	83	50	83	-59,27272727	2,29369697	-5,989818182
-0,05876032	0,5240366	0,08595452	-128,8115	-2,435366	5,578231	0,4222222	1	0,4222222	0	0,4222222	130	83	50	83	-22,64545455	9,225727273	17,3710303
-0,06044668	0,5244412	0,08741693	-129,1504	-2,229885	5,923238	0,4177778	1	0,4177778	0	0,4177778	130	83	50	83	-31,33030303	14,07266667	39,50475758
-0,06320652	0,5261216	0,08914598	-129,8454	-1,970968	6,881888	0,4222222	1	0,4222222	0	0,4222222	130	83	50	83	-38,16666667	17,50487879	66,04136364
-0,06575669	0,5282707	0,08985122	-130,4099	-1,652224	8,102603	0,4222222	1	0,4222222	0	0,4222222	130	83	50	83	-40,39090909	29,70867879	75,86627273
-0,06714565	0,5306539	0,08956373	-131,1783	-0,9905816	9,385475	0,4177778	1	0,4177778	0	0,4177778	130	83	50	83	-40,1969697	28,92031212	70,78869697
