X	Y	Z	Yaw	Pitch	Roll	Thrust	T1	T2	T3	T4	PWM1	PWM2	PWM3	PWM4
0,01802672	0,5806144	-0,1307593	54,66806	2,20316	-0,5001905	0,1377778	0,1073471	0,1648113	0,1682085	0,1107443	58	63	63	58
0,01802292	0,5807645	-0,1308368	54,66477	2,161239	-0,4835031	0,1377778	0,1264437	0,1642252	0,1491119	0,1113304	60	63	61	58
0,01800081	0,5808641	-0,1309525	54,63077	2,152627	-0,5093932	0,1377778	0,09454938	0,164398	0,1810062	0,1111576	57	63	64	58
0,01815687	0,5809776	-0,131665	54,48656	2,244526	-0,4081355	0,1377778	0,1139798	0,1643044	0,1615758	0,1112512	59	63	62	58
0,01820616	0,5810545	-0,1317381	54,49664	2,218584	-0,3829858	0,1377778	0,1164514	0,1637935	0,1591042	0,1117621	59	63	62	58
0,0181754	0,5811227	-0,131891	54,49381	2,177241	-0,2636546	0,1377778	0,1103802	0,1621867	0,1651753	0,1133688	58	62	63	59
0,01813996	0,5811558	-0,1319305	54,5262	1,924712	-0,5146791	0,1422222	0,1407561	0,1666161	0,1436883	0,1178283	61	63	61	59
0,01792922	0,5815547	-0,1319749	54,54017	2,118028	-0,318885	0,1422222	0,1260609	0,1665914	0,1583835	0,1178531	60	63	62	59
0,01778801	0,5816802	-0,1317532	54,50888	2,132388	-0,3421272	0,1377778	0,1292415	0,1625229	0,1463141	0,1130326	60	63	61	59
0,01768796	0,5816771	-0,1319809	54,53988	1,857063	-0,3874183	0,1466667	0,1312387	0,1691115	0,1620946	0,1242218	60	63	62	59
0,01781515	0,5820456	-0,1319264	54,53841	2,021381	-0,1977183	0,16	0,1573218	0,182191	0,1626782	0,137809	62	64	63	61
0,01782547	0,5822413	-0,1317474	54,51686	1,970285	-0,2499855	0,1688889	0,1694347	0,1910916	0,168343	0,1466862	63	65	63	61
0,01763629	0,5821843	-0,1320472	54,52224	1,976801	-0,2716648	0,1822222	0,1781951	0,2047069	0,1862493	0,1597376	64	66	64	62
0,01786335	0,5823716	-0,1316373	54,44687	1,975506	-0,218951	0,1866667	0,1738637	0,2086112	0,1994697	0,1647221	63	66	65	63
0,01752844	0,5820547	-0,1317997	54,57835	1,964633	-0,2343048	0,1866667	0,1595581	0,208656	0,2137752	0,1646773	62	66	67	63
0,01772307	0,5821698	-0,1319185	54,51617	2,006423	-0,05418218	0,1866667	0,1644609	0,2072727	0,2088725	0,1660606	63	66	66	63
0,01778888	0,582075	-0,1318064	54,59695	2,069667	-0,04605224	0,1866667	0,1579408	0,2078239	0,2153925	0,1655095	62	66	67	63
0,01781649	0,5821488	-0,1318335	54,58984	2,079718	-0,0520094	0,1866667	0,16043	0,2079839	0,2129034	0,1653494	62	66	67	63
0,01770919	0,5823333	-0,131753	54,52061	1,994174	-0,08091454	0,1866667	0,1661269	0,2074175	0,2072064	0,1659158	63	66	66	63
0,0179918	0,5822169	-0,1315117	54,62319	1,985421	0,08427743	0,1866667	0,1559721	0,2056781	0,2173612	0,1676552	62	66	67	63
0,01786086	0,5823776	-0,1319725	54,5974	2,031084	0,01448426	0,1866667	0,1591321	0,2068327	0,2142012	0,1665007	62	66	67	63
0,01787296	0,582561	-0,131867	54,66451	2,01829	0,03427363	0,1866667	0,1484229	0,2065068	0,2249105	0,1668265	61	66	67	63
0,01786737	0,5826277	-0,1318478	54,66636	2,002327	0,07998293	0,1866667	0,1485493	0,2058901	0,224784	0,1674432	61	66	67	63
0,01744705	0,5827483	-0,1316146	54,84764	1,89507	-0,07793637	0,1866667	0,1204028	0,2063967	0,2529306	0,1669366	59	66	70	63
0,01745497	0,5830966	-0,1320718	54,56851	1,867609	-0,004595064	0,1866667	0,1692171	0,2053887	0,2041162	0,1679446	63	66	66	63
0,01744756	0,5829147	-0,1323679	54,62257	1,983499	0,1398704	0,1866667	0,152666	0,205103	0,2206674	0,1682304	62	66	67	63
0,01737268	0,5831118	-0,1326432	54,64118	1,887691	0,1089281	0,1866667	0,1613927	0,2044543	0,2119406	0,168879	62	66	66	63
0,01733131	0,5832413	-0,1327595	54,64607	1,876649	0,08995914	0,1866667	0,1602527	0,2045336	0,2130806	0,1687998	62	66	67	63
0,01764781	0,5833724	-0,1324082	54,56821	1,916498	0,03903527	0,1866667	0,1613994	0,2054413	0,211934	0,167892	62	66	66	63
0,01743988	0,5834633	-0,1328394	54,69036	1,845695	0,08892328	0,1866667	0,1592597	0,2042344	0,2140736	0,169099	62	66	67	63
0,01748829	0,5835233	-0,1329053	54,57779	1,85769	0,1433158	0,1911111	0,173454	0,2082549	0,2087683	0,1739674	63	66	66	63
0,01723326	0,5839584	-0,1324665	54,45839	1,793595	-0,1058307	0,1911111	0,1989678	0,2101054	0,1832545	0,1721169	65	66	64	63
0,01749599	0,5835688	-0,1323736	54,68826	1,925748	0,2636202	0,1911111	0,1665894	0,2077324	0,2156328	0,1744898	63	66	67	63
0,01699853	0,5838292	-0,1331226	54,63963	1,804292	0,09366224	0,1955556	0,2015369	0,2126618	0,1895742	0,1784493	66	67	65	64
0,01732436	0,5837545	-0,1325399	54,59843	1,362463	-0,330757	0,1955556	0,1816483	0,2124878	0,2094629	0,1786233	64	66	66	64
0,01688069	0,5842439	-0,1324474	54,85543	1,718917	-0,02216805	0,2	0,1550888	0,2174108	0,2449112	0,1825892	62	67	69	64
0,01673095	0,584183	-0,1324	54,7501	1,634249	0,04359372	0,2	0,1701515	0,2159066	0,2298485	0,1840934	63	67	68	64
0,01673481	0,5842304	-0,1326681	54,88946	1,615551	0,1288557	0,2044444	0,1577933	0,2193114	0,2510956	0,1895775	62	67	70	65
0,0169658	0,58401	-0,1327145	54,6803	1,854491	0,238255	0,2044444	0,1700661	0,2206068	0,2388228	0,1882821	63	67	69	65
0,01690316	0,5842383	-0,1326664	54,69656	1,729687	0,2143431	0,2222222	0,2020381	0,2373757	0,2424064	0,2070688	66	68	69	66
0,01674435	0,5840821	-0,1324028	54,52665	1,79026	0,2305015	0,2311111	0,2170412	0,2467087	0,245181	0,2155135	67	69	69	67
0,01643184	0,5839736	-0,1323473	54,68668	1,654808	0,1200401	0,24	0,1948576	0,2553477	0,2851424	0,2246523	65	70	72	67
0,01657643	0,583621	-0,1327142	54,43639	1,804249	0,2575891	0,2533333	0,2629383	0,2687999	0,2437284	0,2378667	71	71	69	69
0,01669123	0,5838706	-0,1324299	54,60295	1,816028	0,1886462	0,2577778	0,2421329	0,2740516	0,2734227	0,241504	69	71	71	69
0,0168559	0,5833281	-0,1319631	54,57795	1,964244	0,393676	0,2577778	0,2366563	0,2734835	0,2788993	0,2420721	68	71	72	69
0,01660872	0,5835589	-0,1322172	54,52862	1,818245	0,2879913	0,2577778	0,2759329	0,2730803	0,2396227	0,2424752	72	71	69	69
0,01638354	0,5832981	-0,1322437	54,4446	1,923761	0,2960863	0,2577778	0,2722392	0,2740545	0,2433163	0,241501	71	71	69	69
0,01627103	0,583285	-0,1320043	54,46064	1,845243	0,4506972	0,2666667	0,2951653	0,2806121	0,238168	0,2527212	73	72	69	70
0,01640671	0,5831335	-0,1318779	54,45371	1,917659	0,4583659	0,2755556	0,2789859	0,2901485	0,2721252	0,2609626	72	73	71	70
0,01628493	0,5828617	-0,131647	54,47752	1,931872	0,5147388	0,2755556	0,2773742	0,2897269	0,2737369	0,2613842	72	73	71	70
0,01622572	0,5827821	-0,1316438	54,50538	1,951742	0,5061954	0,2755556	0,2535282	0,290011	0,2975829	0,2611001	70	73	73	70
0,01626383	0,5826365	-0,1314792	54,52829	2,026814	0,5138306	0,2755556	0,2691559	0,2906854	0,2819552	0,2604257	71	73	72	70
0,0161545	0,5827311	-0,1314987	54,49648	2,026656	0,4707319	0,28	0,2478154	0,2955592	0,3121846	0,2644408	69	73	74	71
0,01618429	0,5829586	-0,1313272	54,47934	1,949052	0,4727896	0,28	0,2706149	0,2947626	0,2893851	0,2652374	71	73	73	71
0,01609464	0,5828788	-0,1312096	54,43043	1,563328	0,2912572	0,28	0,2791563	0,2927207	0,2808437	0,2672793	72	73	72	71
0,01590526	0,5832268	-0,1315499	54,33851	1,808999	0,4889209	0,2755556	0,275389	0,2887563	0,2757221	0,2623548	72	73	72	70
0,01556957	0,5835333	-0,1317413	54,43444	1,744808	0,5243396	0,28	0,2585275	0,2922047	0,3014725	0,2677953	70	73	74	71
0,01570348	0,5836384	-0,1319525	54,52558	1,73441	0,5029803	0,28	0,2498341	0,2923143	0,3101659	0,2676857	69	73	74	71
0,01553296	0,5838856	-0,1320589	54,47381	1,755368	0,4442631	0,28	0,2555922	0,2931111	0,3044078	0,2668889	70	73	74	71
0,01549001	0,5838555	-0,1320889	54,48039	1,507086	0,3133312	0,28	0,2614516	0,2919376	0,2985484	0,2680624	70	73	73	71
0,01531676	0,5841961	-0,1323718	54,43181	1,72987	0,5384507	0,28	0,2661452	0,2919142	0,2938548	0,2680858	71	73	73	71
0,01505853	0,5844074	-0,1325867	54,55019	1,616052	0,5087214	0,28	0,2561233	0,2910733	0,3038767	0,2689267	70	73	74	71
0,01488561	0,5845708	-0,1320312	54,66701	1,540071	0,398253	0,2844445	0,2445978	0,2958626	0,3242911	0,2730263	69	73	75	71
0,01495689	0,584435	-0,1325729	54,45991	1,660038	0,4926994	0,2844445	0,2652489	0,2961178	0,30364	0,2727711	71	73	74	71
0,0151104	0,5843864	-0,1321314	54,52476	1,695647	0,6656932	0,2844445	0,2495119	0,294744	0,3193769	0,2741449	69	73	75	71
0,01487699	0,5846328	-0,1324514	54,49485	1,567955	0,5286208	0,2844445	0,2447187	0,2948378	0,3241702	0,2740511	69	73	75	71
0,01494408	0,5846128	-0,1324351	54,53275	1,546745	0,5482997	0,2844445	0,2516966	0,2944289	0,3171923	0,27446	70	73	75	71
0,01494641	0,5845529	-0,1324079	54,46777	1,575303	0,510693	0,2888889	0,2749654	0,299535	0,3028124	0,2782428	71	73	74	72
0,01502496	0,5842471	-0,1325768	54,4105	1,663162	0,4364918	0,2888889	0,2754889	0,3011556	0,3022889	0,2766222	72	74	74	72
0,01494413	0,5842692	-0,132496	54,42273	1,593916	0,5282794	0,2933333	0,2790304	0,3039897	0,3076362	0,282677	72	74	74	72
0,01474563	0,5842932	-0,1321762	54,51928	1,43867	0,3680629	0,2933333	0,26477	0,3040394	0,3218967	0,2826273	71	74	75	72
0,01485384	0,5844032	-0,1320934	54,64864	1,482	0,401992	0,2977778	0,2671244	0,3085779	0,3284312	0,2869777	71	74	76	72
0,01511589	0,584561	-0,1323834	54,41185	1,612913	0,4039231	0,3022222	0,3126727	0,3143121	0,2917717	0,2901323	75	75	73	73
0,01487482	0,5842827	-0,1324346	54,3921	1,638248	0,4410961	0,3066667	0,29401	0,3186382	0,3193234	0,2946951	73	75	75	73
0,01472784	0,5844344	-0,1322651	54,3804	1,579232	0,5301906	0,3111111	0,3073395	0,3216015	0,3148827	0,3006207	74	75	75	74
0,0146957	0,5842633	-0,1320873	54,40024	1,629967	0,5807	0,3111111	0,3003574	0,3216038	0,3218648	0,3006184	74	75	75	74
0,01436482	0,584585	-0,131311	54,58106	1,469904	0,5505995	0,3155555	0,2895539	0,3247486	0,3415572	0,3063625	73	75	77	74
0,01456874	0,5847275	-0,1321087	54,48683	1,527043	0,6676504	0,3155555	0,2913216	0,3241495	0,3397895	0,3069616	73	75	77	74
0,01431084	0,5848045	-0,13189	54,42106	1,540663	0,650788	0,3155555	0,292374	0,3244543	0,3387371	0,3066568	73	75	77	74
0,01405471	0,5849139	-0,1313622	54,62399	1,466673	0,5322555	0,3155555	0,2714156	0,3248997	0,3596955	0,3062114	71	75	78	74
0,01408721	0,5848314	-0,1318397	54,39223	1,564086	0,612748	0,3155555	0,3090325	0,3250689	0,3220786	0,3060422	74	76	75	74
0,0141473	0,5850166	-0,1317867	54,39297	1,493429	0,6903937	0,3244444	0,3332869	0,3324748	0,315602	0,3164141	76	76	75	75
0,0139441	0,5850327	-0,1317598	54,42516	1,498473	0,652936	0,3333333	0,3102221	0,3417887	0,3564446	0,324878	74	77	78	75
0,01383065	0,5849473	-0,1315763	54,42626	1,478657	0,8421439	0,3377778	0,3104705	0,3441429	0,365085	0,3314126	74	77	79	76
0,01387041	0,5849615	-0,1319319	54,35367	1,440287	0,7364557	0,3377778	0,3192179	0,3448161	0,3563376	0,3307395	75	77	78	76
0,01380624	0,5850941	-0,1319231	54,50822	1,439734	0,6884115	0,3377778	0,303538	0,345291	0,3720176	0,3302645	74	77	79	76
0,01351754	0,5849754	-0,1316964	54,60656	1,459865	0,5617483	0,3466667	0,3233899	0,3556478	0,3699434	0,3376855	75	78	79	77
0,01373819	0,5851704	-0,1318221	54,49603	1,497818	0,5989992	0,3688889	0,346817	0,3778771	0,3909607	0,3599007	77	80	81	78
0,0136463	0,5852555	-0,1317437	54,49755	1,518081	0,6258579	0,3866667	0,3560487	0,3955889	0,4172846	0,3777444	78	81	83	80
0,01360251	0,5854484	-0,1317271	54,38164	1,592887	0,6202416	0,3911111	0,398061	0,4008375	0,3841612	0,3813847	81	82	80	80
0,01324251	0,5855385	-0,1310918	54,57818	1,222123	0,5124118	0,3911111	0,3514521	0,3982082	0,4307701	0,384014	78	81	84	80
0,01342455	0,5856823	-0,1315527	54,49983	1,428866	0,8289382	0,3911111	0,3557098	0,3971104	0,4265124	0,3851118	78	81	84	80
0,01322112	0,5856873	-0,1317428	54,56945	1,38547	0,8282247	0,3911111	0,3516602	0,3966835	0,430562	0,3855387	78	81	84	80
0,01303048	0,5859837	-0,1317811	54,53815	1,263959	0,6942817	0,3911111	0,3581016	0,3968079	0,4241206	0,3854143	78	81	83	80
0,01311797	0,5859995	-0,1321465	54,62617	1,437841	0,7009057	0,3911111	0,3370238	0,3984804	0,4451984	0,3837418	76	81	85	80
0,01296599	0,5860916	-0,1315935	54,72909	1,306494	0,6244396	0,3866667	0,3408533	0,3934872	0,43248	0,3798461	77	81	84	80
0,01300885	0,5862037	-0,1326321	54,59511	1,356212	0,6966761	0,3866667	0,367512	0,393262	0,4058213	0,3800713	79	81	82	80
0,01300825	0,586265	-0,1323059	54,53196	1,43105	0,7808331	0,3911111	0,3646811	0,3976133	0,4175411	0,3846089	79	81	83	80
0,01289452	0,5864867	-0,1324728	54,58496	1,364622	0,8643406	0,3911111	0,3583319	0,3961139	0,4238904	0,3861083	78	81	83	80
0,01286047	0,5868919	-0,1326804	54,63738	1,271331	0,7858512	0,3866667	0,335406	0,3915215	0,4379273	0,3818119	76	81	85	80
0,01258611	0,5870594	-0,1328851	54,65894	1,266852	0,7461346	0,3911111	0,3612895	0,3963183	0,4209327	0,3859039	78	81	83	80
0,01252036	0,5873392	-0,1326578	54,61711	1,244231	0,6988677	0,3866667	0,3531618	0,3921203	0,4201716	0,381213	78	81	83	80
0,01251147	0,5875381	-0,1331016	54,74069	1,217017	0,7546118	0,3911111	0,3508458	0,3957352	0,4313764	0,386487	78	81	84	80
0,01243499	0,5878397	-0,1330674	54,73184	1,210695	0,7317574	0,3911111	0,3484446	0,3959005	0,4337776	0,3863217	77	81	84	80
0,0123861	0,5878722	-0,1330372	54,72649	1,167953	0,79707	0,3911111	0,3594226	0,3948199	0,4227996	0,3874023	78	81	83	80
0,01237608	0,5877955	-0,1331778	54,72558	0,872171	0,5677623	0,3911111	0,3771329	0,3941552	0,4050893	0,388067	80	81	82	81
0,01178822	0,5880604	-0,1331442	54,89513	1,089352	0,6436456	0,3866667	0,3333346	0,3911237	0,4399987	0,3822096	76	81	85	80
0,01200904	0,5879669	-0,1335428	54,60303	1,073287	0,7780399	0,3911111	0,3640693	0,3940636	0,418153	0,3881586	79	81	83	81
0,01194151	0,5879865	-0,1336308	54,59904	1,037442	0,7866492	0,3911111	0,3711806	0,393619	0,4110416	0,3886032	79	81	82	81
0,01209833	0,5878513	-0,133562	54,58692	1,125618	0,7799931	0,3911111	0,3781107	0,3945673	0,4041115	0,3876549	80	81	82	81
0,01252083	0,5877851	-0,1335104	54,69554	1,173725	0,7575156	0,3911111	0,3674074	0,3952732	0,4148148	0,386949	79	81	83	80
0,01248946	0,5875331	-0,1334978	54,59686	1,275571	0,6448206	0,3866667	0,3698925	0,3929742	0,4034408	0,3803591	79	81	82	80
0,01242769	0,5874417	-0,1333115	54,55786	1,24794	0,7162926	0,3911111	0,3934084	0,3964276	0,3888138	0,3857946	81	81	81	80
0,01289342	0,5872092	-0,1329401	54,49172	1,352937	0,6215848	0,3911111	0,4001802	0,3984246	0,382042	0,3837976	82	81	80	80
0,01279234	0,5869495	-0,1330991	54,52107	1,407763	0,6663215	0,3911111	0,3950203	0,3985255	0,3872019	0,3836967	81	81	80	80
0,01303898	0,5868253	-0,1328373	54,49766	1,451734	0,7079049	0,3911111	0,3968651	0,3985494	0,3853571	0,3836728	81	81	80	80
0,01277108	0,5866655	-0,1330494	54,44088	1,419759	0,7593759	0,3955556	0,4282737	0,4021594	0,3628374	0,3889517	84	82	79	81
0,01267825	0,5866717	-0,1327781	54,54908	1,42804	0,7153441	0,3955556	0,3805949	0,4026825	0,4105162	0,3884286	80	82	82	81
0,01277668	0,5867121	-0,1327783	54,62547	1,425381	0,7472986	0,3955556	0,3706578	0,4023364	0,4204533	0,3887747	79	82	83	81
0,01292307	0,5867472	-0,1322681	54,48154	1,46125	0,8154349	0,4	0,3898779	0,4064582	0,4101221	0,3935418	81	82	82	81
0,01289523	0,5867091	-0,1318204	54,49607	1,536006	0,8239132	0,4	0,4003372	0,4071209	0,3996628	0,3928791	82	82	81	81
0,01278878	0,5865889	-0,1318869	54,52522	1,566322	0,8759198	0,4	0,3841744	0,406904	0,4158256	0,393096	80	82	83	81
0,01296567	0,5864226	-0,1316974	54,49676	1,625829	0,844386	0,4044445	0,3870738	0,4122589	0,4218151	0,39663	80	82	83	81
0,01268522	0,5865004	-0,1317323	54,56189	1,52257	0,9037232	0,4044445	0,3717614	0,4106329	0,4371275	0,398256	79	82	84	81
0,01265161	0,5864674	-0,1316744	54,53978	1,537527	0,9172601	0,4044445	0,3776517	0,4106471	0,4312372	0,3982418	80	82	84	81
0,01270475	0,5864472	-0,1319499	54,71536	1,444084	0,9085479	0,4044445	0,3547945	0,4097998	0,4540944	0,3990891	78	82	86	81
0,0127273	0,5864224	-0,1316631	54,49551	1,512463	0,8861933	0,4177778	0,3872365	0,4240405	0,448319	0,4115151	80	83	85	82
0,01243797	0,5863149	-0,1313389	54,69614	1,53381	0,7286118	0,4222222	0,3819517	0,4302742	0,4624927	0,4141702	80	84	86	83
0,01261998	0,5864137	-0,1309908	54,66153	1,470758	0,6720144	0,4266667	0,4009113	0,4346541	0,4524221	0,4186792	82	84	86	83
0,01264707	0,5864617	-0,131042	54,66606	1,456806	0,6538597	0,4266667	0,3834185	0,4346961	0,4699149	0,4186372	80	84	87	83
0,01264573	0,5862131	-0,1318329	54,5442	1,28306	0,5959052	0,4266667	0,402101	0,4335382	0,4512324	0,4197951	82	84	86	83
0,01265865	0,5864946	-0,1318867	54,62857	1,520231	0,7709894	0,44	0,4046856	0,4474924	0,4753144	0,4325076	82	85	88	84
0,012653	0,5867779	-0,1322993	54,64949	1,527936	0,6850836	0,44	0,3995424	0,4484285	0,4804576	0,4315715	81	85	88	84
0,01235076	0,5870641	-0,1323586	54,55682	1,439682	0,7554926	0,4444444	0,4231006	0,4512863	0,4657883	0,4376025	83	86	87	85
0,01264884	0,5872239	-0,1325091	54,54394	1,429165	0,5970886	0,4488889	0,4281274	0,4572096	0,4696504	0,4405681	84	86	87	85
0,01256946	0,5872068	-0,1328565	54,59556	1,384308	0,5683469	0,4488889	0,4437379	0,4570485	0,4540399	0,4407293	85	86	86	85
0,01263134	0,587483	-0,1331298	54,6392	1,308803	0,5240633	0,4488889	0,4133172	0,4567363	0,4844606	0,4410415	83	86	88	85
0,01274208	0,5879089	-0,1334127	54,62362	1,29754	0,3937702	0,4488889	0,4406774	0,4579266	0,4571004	0,4398512	85	86	86	85
0,01288224	0,5882647	-0,1335276	54,57834	1,244051	0,2804059	0,4488889	0,4436272	0,4585254	0,4541506	0,4392524	85	86	86	85
0,01307079	0,588466	-0,1339801	54,62427	1,251839	0,2434692	0,4488889	0,4389502	0,4589726	0,4588276	0,4388052	85	86	86	85
0,01322501	0,5888245	-0,1344945	54,6769	1,211986	0,1359266	0,4488889	0,4194856	0,4596495	0,4782922	0,4381283	83	86	88	85
0,01332133	0,5891851	-0,1349154	54,72044	1,201952	-0,02957972	0,4488889	0,4261413	0,4612042	0,4716365	0,4365736	84	86	87	84
0,01335499	0,5896447	-0,1346519	54,87016	1,130202	-0,3714448	0,4488889	0,4148207	0,4639054	0,4829571	0,4338724	83	87	88	84
0,01333796	0,5899759	-0,1349704	54,84481	1,200915	-0,4494228	0,4488889	0,4068147	0,4653923	0,4909631	0,4323855	82	87	89	84
0,01349752	0,5905524	-0,1359419	54,69017	1,134313	-0,4868414	0,4488889	0,4248668	0,4651004	0,472911	0,4326774	83	87	87	84
0,01357318	0,5910982	-0,1362059	54,59039	0,9132528	-0,5768173	0,4488889	0,4461448	0,4637896	0,451633	0,4339882	85	87	86	84
0,0132868	0,5914394	-0,1366511	54,74455	1,103114	-0,7160754	0,4488889	0,4323765	0,4670808	0,4654013	0,430697	84	87	87	84
0,01310234	0,5920747	-0,1370661	54,73328	1,062101	-0,8901833	0,4488889	0,4340113	0,4684117	0,4637665	0,4293661	84	87	87	84
0,01313725	0,5925842	-0,137455	54,73152	1,041226	-1,030748	0,4488889	0,4304027	0,4696086	0,4673751	0,4281692	84	87	87	84
0,01287178	0,5933248	-0,1372999	54,90538	1,017518	-1,443956	0,4488889	0,4194203	0,4735036	0,4783575	0,4242741	83	87	88	83
0,01300071	0,5939724	-0,1371074	54,92024	1,024614	-1,590993	0,4488889	0,4253525	0,475045	0,4724253	0,4227328	84	88	87	83
0,01323172	0,5945157	-0,1379533	54,75698	1,038334	-1,537833	0,4488889	0,449499	0,4746506	0,4482788	0,4231272	85	87	85	83
0,01308474	0,5950853	-0,1380823	54,66957	1,056928	-1,767159	0,4488889	0,4800627	0,4771298	0,4177151	0,420648	88	88	83	83
0,01316444	0,5954427	-0,1384433	54,6867	1,075901	-1,855351	0,4488889	0,4756577	0,4782014	0,4221201	0,4195764	88	88	83	83
0,01308839	0,5959148	-0,1389312	54,67546	1,106338	-2,178144	0,4488889	0,4613721	0,4817337	0,4364057	0,4160441	86	88	84	83
0,01310267	0,5963825	-0,139019	55,08709	0,9829214	-2,66897	0,4488889	0,4061459	0,4854078	0,4916319	0,41237	82	88	89	82
0,01356787	0,5967481	-0,1394003	55,10178	0,9448544	-2,830752	0,4488889	0,4248802	0,486645	0,4728976	0,4111328	83	88	87	82
0,01383725	0,5970115	-0,1407347	54,80908	1,162666	-3,03798	0,4488889	0,4585458	0,4908954	0,439232	0,4068824	86	89	85	82
0,01427629	0,5972971	-0,1412732	54,90227	1,126767	-3,297194	0,4488889	0,4501033	0,4931285	0,4476745	0,4046493	86	89	85	82
0,01445953	0,5972	-0,1419779	55,12798	1,14571	-3,828076	0,4488889	0,4490007	0,4986268	0,4487771	0,399151	85	89	85	81
0,01502966	0,5972181	-0,1431726	54,99062	1,073724	-4,134243	0,4533333	0,4754924	0,505413	0,4311743	0,4012537	88	90	84	82
0,01515149	0,5967895	-0,1440534	54,85904	1,196287	-4,574563	0,4533333	0,4748691	0,5110418	0,4317976	0,3956248	87	90	84	81
0,0158013	0,5965736	-0,1448551	54,83855	1,272828	-5,150772	0,4533333	0,4718353	0,5175694	0,4348314	0,3890973	87	91	84	81
0,01629634	0,5961323	-0,1454467	54,82023	1,387864	-5,521793	0,4533333	0,4786487	0,5224299	0,428018	0,3842368	88	91	84	80
0,01659802	0,5958227	-0,1459256	54,97752	1,428681	-6,225096	0,4533333	0,46505	0,5298711	0,4416167	0,3767956	87	92	85	80
0,01729543	0,5958237	-0,1466344	54,72904	1,450482	-6,418014	0,4533333	0,5459743	0,5320183	0,3606924	0,3746484	93	92	78	79
0,01757786	0,5954661	-0,1473147	54,78194	1,501056	-6,691051	0,4577778	0,5480579	0,5396988	0,3674976	0,3758567	93	93	79	80
0,01796508	0,5949563	-0,1476536	55,01167	1,492541	-7,270926	0,4577778	0,4912508	0,5454124	0,4243048	0,3701431	89	93	83	79
0,0183021	0,5944666	-0,1488557	54,70348	1,472135	-7,320088	0,4577778	0,5401118	0,5457	0,3754438	0,3698555	93	93	80	79
0,01867479	0,5944208	-0,1492105	54,78119	1,594287	-7,71905	0,4577778	0,5606402	0,5509111	0,3549154	0,3646444	94	94	78	79
0,01901997	0,5940248	-0,150138	54,90685	1,627346	-7,998903	0,4577778	0,5315467	0,5540403	0,3840088	0,3615153	92	94	80	78
0,01909875	0,5934862	-0,1504783	54,83192	1,697289	-8,124995	0,4577778	0,5253091	0,5560006	0,3902465	0,3595549	92	94	81	78
0,01915762	0,5932037	-0,1507535	55,12759	1,591525	-8,63397	0,4577778	0,4935175	0,5600327	0,422038	0,3555228	89	94	83	78
0,01961078	0,5928778	-0,1517644	55,02649	1,734118	-8,685962	0,4577778	0,5025454	0,5619786	0,4130101	0,353577	90	94	83	78
0,01977644	0,5926782	-0,1516394	55,15089	1,629447	-9,121675	0,4577778	0,5118961	0,565289	0,4036594	0,3502665	90	95	82	78
0,02049661	0,5924981	-0,1527067	55,07071	1,789569	-9,16937	0,4577778	0,4905753	0,5673671	0,4249802	0,3481884	89	95	83	77
0,02086982	0,5924003	-0,1532674	55,14682	1,725872	-9,385161	0,4577778	0,4905861	0,5688881	0,4249694	0,3466674	89	95	83	77
0,02108901	0,5920526	-0,1537215	55,00504	1,720545	-9,739212	0,4577778	0,5387605	0,5723754	0,3767951	0,3431802	93	95	80	77
0,02131814	0,5922627	-0,1541647	54,99522	1,681719	-10,15699	0,4622222	0,5119666	0,5806093	0,4124779	0,3438352	90	96	82	77
0,02130001	0,5923409	-0,1543177	55,19576	1,635703	-10,68329	0,4622222	0,5029493	0,5854121	0,4214951	0,3390323	90	96	83	77
0,02162394	0,5926392	-0,1550185	55,00175	1,664819	-10,81865	0,4622222	0,5423722	0,5870569	0,3820722	0,3373876	93	96	80	76
0,02172595	0,5929658	-0,1554248	54,96222	1,599584	-11,16821	0,4622222	0,5422722	0,5899001	0,3821722	0,3345443	93	97	80	76
0,02172337	0,5933856	-0,1556975	54,98069	1,520197	-11,54188	0,4622222	0,5800661	0,5928429	0,3443784	0,3316015	96	97	77	76
0,02154792	0,5939007	-0,1559739	55,01953	1,420708	-11,68694	0,4622222	0,5657195	0,5932987	0,3587249	0,3311457	95	97	78	76
0,02151111	0,5942927	-0,1561698	54,86208	1,263735	-11,83912	0,4622222	0,6026333	0,5932508	0,3218112	0,3311937	98	97	75	76
0,02095586	0,5949283	-0,1563482	54,9344	1,180486	-11,87781	0,4622222	0,5855527	0,5928051	0,3388917	0,3316393	96	97	77	76
0,02113031	0,5956124	-0,1563548	54,9972	1,178231	-12,00858	0,4622222	0,5884801	0,5940903	0,3359643	0,3303541	97	97	76	76
0,02065593	0,5959715	-0,1563208	55,36138	1,144918	-12,34333	0,4622222	0,5314448	0,5971047	0,3929996	0,3273398	92	97	81	76
0,02089212	0,5963836	-0,1568968	55,20597	1,175217	-12,27673	0,4622222	0,5479469	0,5967417	0,3764975	0,3277027	93	97	80	76
0,02102151	0,5967551	-0,1571456	55,27319	1,19381	-12,41256	0,4622222	0,5651186	0,598286	0,3593259	0,3261585	95	97	78	76
0,02101676	0,5969676	-0,1573244	55,33885	1,270661	-12,55326	0,4622222	0,5345957	0,6004614	0,3898488	0,323983	92	98	81	75
0,02095326	0,5974763	-0,1577391	55,32796	1,252214	-12,82557	0,4622222	0,5340669	0,603	0,3903776	0,3214444	92	98	81	75
