X	Y	Z	Yaw	Pitch	Roll	VYaw	VPitch	VRoll	Thrust	T1	T2	T3	T4	PWM1	PWM2	PWM3	PWM4
-0,0271837	0,0631917	-0,08255752	2,376765	0,188521	0,04095092	0,9253532	6,44868	1,053339	0,3422222	0,3324255	0,3490933	0,352019	0,3353512	76	77	78	76
-0,0271406	0,06310312	-0,0826759	2,294442	0,2155052	0,00726185	-4,939404	1,619047	-2,02134	0,3422222	0,3403969	0,347945	0,3440476	0,3364994	77	77	77	76
-0,02715637	0,06316079	-0,08198595	2,255216	-0,01854813	0,1111478	-2,35353	-14,04317	6,233144	0,3422222	0,3491063	0,3206489	0,3353382	0,3637955	77	75	76	79
-0,02725814	0,06276353	-0,08209596	2,373878	0,04130643	-0,02317018	7,119713	3,591267	-8,059062	0,3422222	0,3465087	0,3545173	0,3379358	0,3299271	77	78	77	76
-0,02722063	0,06256938	-0,08252192	2,324445	-0,1836599	0,1713955	-2,96596	-13,49796	11,67391	0,3422222	0,3441689	0,3134998	0,3402755	0,3709446	77	75	77	79
-0,02695701	0,06339063	-0,08203518	2,30123	0,02763722	-0,275205	-1,392901	12,6778	-26,79598	0,3422222	0,3588161	0,3847244	0,3256284	0,29972	78	80	76	73
-0,02656043	0,06332464	-0,08246554	2,353493	0,1293019	0,1921694	3,135761	6,09987	28,04241	0,3422222	0,3048652	0,319651	0,3795792	0,3647934	74	75	80	79
-0,02677384	0,06324632	-0,08226699	2,268464	0,1008899	-0,000125865	-5,101737	-1,704718	-11,5377	0,3422222	0,354457	0,3530653	0,3299874	0,3313791	78	78	76	76
-0,02700897	0,0629693	-0,08185992	2,34537	0,1067378	0,1155704	4,614349	0,3508711	6,94176	0,3422222	0,3327065	0,335543	0,3517379	0,3489014	76	76	78	77
-0,02687651	0,06272493	-0,08290585	2,398231	0,01892115	-0,1431015	3,171667	-5,268987	-15,52028	0,3422222	0,3642533	0,3540937	0,3201911	0,3303507	79	78	75	76
-0,02714671	0,06271443	-0,08205771	2,154419	0,003446339	-0,01363474	-14,62873	-0,9284868	7,767992	0,3422222	0,3354846	0,3336965	0,3489598	0,3507479	76	76	77	78
-0,02722331	0,06271325	-0,08232424	2,271779	0,1002266	0,05199732	7,041593	5,806802	3,937915	0,3422222	0,3309553	0,3445734	0,3534892	0,339871	76	77	78	77
-0,02712674	0,06299799	-0,08254157	2,378346	0,04517016	0,0735904	6,394031	-3,303378	1,295582	0,3466667	0,3474869	0,3417835	0,3458465	0,3515498	77	77	77	78
-0,02723841	0,06254233	-0,0825039	2,352906	-0,03136384	0,06789461	-1,526424	-4,592031	-0,3417467	0,3466667	0,3512351	0,3414238	0,3420982	0,3519095	78	77	77	78
-0,02685638	0,06361375	-0,08215569	2,304394	-0,01314636	-0,1811386	-2,910728	1,093047	-14,94196	0,3466667	0,3624584	0,3643816	0,3308749	0,3289517	78	79	76	76
-0,02677025	0,06322652	-0,08229862	2,366145	0,1212893	-0,01887529	3,705089	8,066121	9,73578	0,3466667	0,3278406	0,3463987	0,3654927	0,3469347	76	77	79	77
-0,02679723	0,06340911	-0,08210853	2,3629	0,147467	0,02704997	-0,1946922	1,570662	2,75551	0,3466667	0,3405953	0,346686	0,352738	0,3466474	77	77	78	77
-0,02691212	0,06315577	-0,08223912	2,279314	0,3199644	-0,11154	-5,015177	10,34982	-8,315384	0,3466667	0,342548	0,3696469	0,3507853	0,3236864	77	79	78	75
-0,02689224	0,06313817	-0,08216891	2,303525	0,09107295	-0,004437311	1,452696	-13,73346	6,426151	0,3511111	0,3575521	0,3319066	0,3446702	0,3703156	78	76	77	79
-0,02669087	0,06289339	-0,08203828	2,343154	0,07662851	0,04805785	2,377706	-0,8666648	3,149704	0,3511111	0,3475812	0,3473805	0,354641	0,3548418	77	77	78	78
-0,02680992	0,06283996	-0,08205818	2,295313	0,0128422	0,1398509	-2,870444	-3,827171	5,50757	0,3555556	0,3523482	0,3449507	0,3587629	0,3661604	78	77	78	79
-0,02718939	0,06308581	-0,08205923	2,186452	0,01858424	0,08150871	-6,531631	0,3445215	-3,500523	0,3511111	0,3532662	0,3543269	0,348956	0,3478953	78	78	77	77
-0,02708959	0,06318472	-0,08260721	2,255329	0,1269755	0,1402771	4,132611	6,503464	3,526098	0,3511111	0,338409	0,3539555	0,3638132	0,3482668	77	78	79	77
-0,02653694	0,06308262	-0,0830892	2,393444	0,3338606	0,004553246	8,286837	12,41308	-8,143416	0,3555556	0,3479018	0,3794051	0,3632094	0,331706	77	80	79	76
-0,02691314	0,06258458	-0,08290549	2,50218	0,1153933	0,009237661	6,524192	-13,10801	0,2810644	0,3555556	0,3671362	0,343228	0,3439749	0,3678831	79	77	77	79
-0,02718736	0,06277866	-0,08250812	2,290936	0,05033002	0,07558876	-12,67461	-3,903792	3,981058	0,3555556	0,3542191	0,3474181	0,356892	0,363693	78	77	78	79
-0,02718366	0,06273486	-0,08239437	2,267662	0,1427751	0,06486976	-1,396463	5,546697	-0,6431383	0,36	0,35302	0,3669689	0,36698	0,3530311	78	79	79	78
-0,02732237	0,06285992	-0,08193828	2,17593	0,01882572	-0,05839895	-5,503939	-7,436951	-7,396108	0,36	0,3752288	0,3607314	0,3447712	0,3592686	80	78	77	78
-0,02723784	0,0627245	-0,08211532	2,166429	0,01821526	-0,02630791	-0,5700577	-0,03662739	1,925458	0,3644444	0,3626365	0,3629276	0,3662523	0,3659613	79	79	79	79
-0,02724106	0,06265323	-0,08211631	2,199712	-0,000184988	-0,0846302	1,996976	-1,104013	-3,499331	0,3777778	0,3832293	0,3810176	0,3723263	0,374538	80	80	79	79
-0,02707208	0,06292079	-0,08236037	2,190049	0,09152889	0,126705	-0,5797566	5,502822	12,68009	0,3866667	0,3663014	0,3791376	0,4070319	0,3941957	79	80	82	81
-0,02726418	0,0626196	-0,08241883	2,263041	-0,08414378	-0,0793744	4,379545	-10,54034	-12,36474	0,3955556	0,4200958	0,3973323	0,3710153	0,3937789	83	81	79	81
-0,02693618	0,06298562	-0,08235529	2,299045	-0,1295572	-0,07187327	2,160211	-2,724798	0,4500667	0,4	0,404289	0,3962483	0,395711	0,4037517	82	81	81	82
-0,02691885	0,0630405	-0,08235732	2,290502	-0,1338892	-0,07683319	-0,5126085	-0,2599216	-0,2975945	0,4	0,4026648	0,3994671	0,3973353	0,4005329	82	81	81	82
-0,02693382	0,06305879	-0,08230875	2,304341	-0,12712	-0,0771305	0,8303674	0,4061527	-0,01783844	0,4044445	0,4060986	0,4043685	0,4027903	0,4045204	82	82	82	82
-0,02694091	0,06302027	-0,08234344	2,284554	-0,1145805	-0,02600085	-1,187194	0,7523671	3,067773	0,4	0,3975857	0,3967988	0,4024143	0,4032012	81	81	82	82
-0,02722505	0,06283193	-0,08210701	2,179574	0,09202381	-0,06894889	-6,298844	12,39623	-2,576877	0,4044445	0,3943943	0,4210273	0,4144946	0,3878616	81	83	83	81
-0,02733879	0,06264514	-0,08236796	2,331099	-0,09006294	-0,0512733	9,091512	-10,92518	1,060533	0,4044445	0,4157225	0,3920708	0,3931665	0,4168181	83	81	81	83
-0,02643017	0,06352506	-0,08303585	2,523296	0,1691651	-0,009795301	11,53182	15,55365	2,488675	0,4088889	0,3892528	0,4237435	0,4285249	0,3940343	81	83	84	81
-0,02707534	0,06297604	-0,08226558	2,20138	-0,002141822	0,04608198	-19,31493	-10,27839	3,35263	0,4222222	0,4287086	0,408109	0,4157359	0,4363355	84	82	83	84
-0,02707913	0,06311763	-0,08232519	2,222651	0,1674582	0,005901587	1,276228	10,17598	-2,410819	0,44	0,4305012	0,4542024	0,4494988	0,4257976	84	86	85	84
-0,02712769	0,06323646	-0,08232241	2,261622	0,2129688	-0,08294915	2,338281	2,73063	-5,331034	0,44	0,4413002	0,4510208	0,4386998	0,4289792	85	86	85	84
-0,02698461	0,06342614	-0,08247619	2,228104	0,06842493	-0,02632061	-2,011109	-8,672615	3,397705	0,4444444	0,4492983	0,4333216	0,4395906	0,4555673	85	84	85	86
-0,02684149	0,06273653	-0,08220344	2,430475	-0,04306488	0,2466119	12,14224	-6,689375	16,37592	0,4444444	0,4327224	0,4184824	0,4561664	0,4704065	84	83	86	87
-0,02698338	0,0629841	-0,08252066	2,384443	0,1722353	0,1302074	-2,761883	12,91799	-6,984254	0,4444444	0,4354863	0,464767	0,4534026	0,4241219	84	87	86	83
-0,02692552	0,0628736	-0,08235762	2,256321	0,08558416	0,04562319	-7,687339	-5,199059	-5,075043	0,4488889	0,4578509	0,4491645	0,4399269	0,4486133	86	85	85	85
-0,02689673	0,06326608	-0,08234279	2,336549	-0,1313519	-0,1833537	4,813662	-13,01614	-13,73858	0,4444444	0,4743462	0,4456869	0,4145427	0,443202	87	85	83	85
-0,02717597	0,06299344	-0,08219531	2,170411	-0,03341372	0,1065482	-9,968243	5,876279	17,39408	0,4488889	0,4248872	0,4359715	0,4728906	0,4618063	83	84	87	86
-0,02727862	0,06300206	-0,0822694	2,228973	0,3030137	-0,2276939	3,513744	20,1856	-20,05448	0,4488889	0,4480046	0,4944361	0,4497732	0,4033417	85	89	85	82
-0,02718204	0,06272694	-0,08235623	2,264412	-0,0560537	0,1257282	2,126337	-21,544	21,20528	0,4488889	0,4485309	0,4043218	0,4492469	0,493456	85	82	85	89
-0,02690283	0,06320538	-0,08282165	2,331908	0,1342702	0,2575805	4,049713	11,41941	7,911125	0,4444444	0,4211954	0,4467196	0,4676935	0,4421692	83	85	87	85
-0,02660696	0,06277537	-0,08267985	2,528251	0,03345608	-0,09197579	11,78058	-6,048836	-20,97334	0,4488889	0,4764963	0,4650677	0,4212815	0,4327101	88	87	83	84
-0,02711339	0,06302982	-0,08229709	2,19819	-0,0386688	0,04244957	-19,80363	-4,327485	8,065505	0,4444444	0,4406686	0,4312403	0,4482203	0,4576486	85	84	85	86
-0,02702081	0,06333863	-0,08225652	2,250318	0,1991123	-0,04203007	3,12765	14,26684	-5,068768	0,4488889	0,43812	0,4706359	0,4596578	0,4271419	85	87	86	84
-0,02708399	0,06316602	-0,08232411	2,242787	0,1581913	-0,095948	-0,4518262	-2,455255	-3,23507	0,4488889	0,4539568	0,4522101	0,443821	0,4455677	86	86	85	85
-0,02682901	0,06298754	-0,08283981	2,492839	0,1781923	0,1821622	15,0031	1,200056	16,68658	0,4488889	0,4273987	0,4333627	0,4703791	0,4644151	84	84	87	87
-0,02660999	0,06299523	-0,08243056	2,29173	-0,007132083	0,04321512	-12,06651	-11,11944	-8,336807	0,4488889	0,4679843	0,4456028	0,4297935	0,452175	87	85	84	86
-0,0266253	0,0634791	-0,08230641	2,238646	0,0248829	-0,08687071	-3,185042	1,920895	-7,805135	0,4488889	0,455393	0,4597325	0,4423848	0,4380453	86	86	85	85
-0,02710016	0,06276947	-0,08221565	2,127088	0,2502172	-0,07728657	-6,693508	13,52003	0,5750471	0,4488889	0,4330645	0,4651089	0,4647133	0,4326689	84	87	87	84
-0,02728977	0,06326648	-0,0821894	2,190068	0,1500012	-0,03987254	3,778803	-6,01295	2,244838	0,4488889	0,4515557	0,4425299	0,4462221	0,4552479	86	85	85	86
-0,026827	0,06315575	-0,08246638	2,400343	0,09578069	0,1354867	12,61647	-3,253224	10,52153	0,4488889	0,4393079	0,4347171	0,4584699	0,4630607	85	84	86	87
-0,02686424	0,06330321	-0,08248967	2,293154	-0,2032637	-0,1394881	-6,431281	-17,94263	-16,49846	0,4444444	0,4823131	0,4423625	0,4065758	0,4465264	88	85	82	85
-0,02673287	0,06281542	-0,08262427	2,401834	0,02967276	-0,1890168	6,520788	13,97616	-2,971716	0,4488889	0,4394779	0,4680237	0,4582999	0,4297541	85	87	86	84
-0,02729374	0,06302509	-0,08230289	2,247705	0,3202468	-0,2647873	-9,247738	17,43441	-4,546225	0,4533333	0,4398906	0,4811643	0,4667761	0,4255024	85	88	87	84
-0,02680385	0,06269921	-0,08238555	2,467896	-0,02104147	0,2465575	13,21139	-20,47726	30,68063	0,4533333	0,4408748	0,3994995	0,4657919	0,5071672	85	81	87	90
-0,02682734	0,06278392	-0,08243763	2,359215	0,03682221	0,000937985	-6,520845	3,471814	-14,73715	0,4577778	0,4686655	0,4763456	0,44689	0,43921	87	88	85	85
-0,02666027	0,06319947	-0,082357	2,340058	-0,01163215	-0,09565426	-1,149414	-2,907256	-5,795523	0,4577778	0,4675534	0,4615062	0,4480021	0,4540493	87	86	85	86
-0,02684579	0,06320997	-0,08241425	2,27425	0,1629341	0,02101987	-3,948447	10,47395	7,000434	0,4622222	0,4429083	0,4671149	0,4815361	0,4573296	85	87	88	86
-0,0268485	0,06284551	-0,08251132	2,453468	0,136354	0,168564	10,75306	-1,594799	8,852633	0,4622222	0,4519152	0,4514527	0,4725292	0,4729918	86	86	87	87
